date,DDD_CAR,DDD_X,FF_AVG,FF_X,RH_AVG,RR,SS,TAVG,TN,TX
2018-03-09,N ,320.0,0.0,4.0,88.0,4.7,3.0,21.3,20.0,25.2
2018-03-10,N ,300.0,1.0,4.0,89.0,48.9,3.0,21.1,19.0,25.6
2018-03-11,N ,320.0,1.0,3.0,91.0,11.3,3.1,20.8,19.0,24.2
2018-03-12,N ,320.0,0.0,2.0,96.0,9.1,3.3,20.4,19.0,23.6
2018-03-13,N ,300.0,0.0,2.0,93.0,78.8,0.4,20.4,18.0,24.2
2018-03-14,N ,260.0,1.0,4.0,87.0,0.1,2.9,21.9,18.0,26.4
2018-03-15,N ,270.0,1.0,3.0,76.0,,4.8,22.9,19.0,28.3
2018-03-16,N ,33.0,0.0,3.0,84.0,0.0,10.0,21.8,19.0,26.8
2018-03-17,N ,0.0,0.0,0.0,90.0,0.4,3.6,20.7,19.0,24.6
2018-03-18,N ,280.0,0.0,2.0,74.0,19.5,0.8,22.3,18.0,27.1
2018-03-19,N ,310.0,1.0,3.0,85.0,6.0,7.7,22.0,18.0,26.5
2018-03-20,N ,260.0,0.0,3.0,83.0,9.5,7.1,21.4,18.0,27.6
2018-03-21,N ,270.0,1.0,4.0,91.0,21.4,5.3,20.4,19.0,25.6
2018-03-22,N ,0.0,0.0,0.0,90.0,28.4,3.0,20.1,18.0,25.6
2018-03-23,N ,320.0,0.0,2.0,85.0,47.4,2.5,21.7,18.0,26.2
2018-03-24,N ,0.0,0.0,0.0,90.0,6.2,4.2,20.7,19.0,23.6
2018-03-25,N ,290.0,0.0,3.0,86.0,23.1,0.0,21.1,19.0,26.4
2018-03-26,N ,310.0,0.0,2.0,90.0,15.9,3.4,20.8,19.0,26.4
2018-03-27,N ,250.0,0.0,2.0,90.0,1.3,0.3,20.8,19.0,25.8
2018-03-28,N ,280.0,1.0,4.0,81.0,0.8,0.4,22.0,19.0,26.8
2018-03-29,N ,340.0,0.0,2.0,80.0,0.0,8.7,21.9,18.0,27.6
2018-03-30,N ,310.0,0.0,3.0,82.0,0.0,7.8,21.0,17.0,26.6
2018-03-31,N ,260.0,0.0,3.0,84.0,1.3,5.2,22.3,18.0,27.9
2018-04-01,N ,280.0,0.0,2.0,84.0,0.1,7.9,21.9,19.0,26.8
2018-04-02,N ,330.0,0.0,3.0,88.0,13.3,5.5,21.4,19.0,26.4
2018-04-03,N ,320.0,0.0,3.0,88.0,46.0,5.3,21.2,19.0,26.0
2018-04-04,N ,260.0,0.0,3.0,86.0,18.4,3.0,22.1,19.0,27.6
2018-04-05,N ,290.0,1.0,4.0,86.0,5.4,6.1,21.9,19.0,27.4
2018-04-06,N ,290.0,0.0,3.0,83.0,18.6,7.3,22.4,19.0,27.4
2018-04-07,N ,290.0,0.0,2.0,86.0,2.5,2.3,21.5,19.0,25.9
2018-04-08,E ,60.0,1.0,6.0,84.0,40.6,5.2,21.5,19.0,26.7
2018-04-09,N ,330.0,1.0,3.0,86.0,3.7,5.2,21.4,19.0,26.2
2018-04-10,N ,60.0,0.0,2.0,75.0,48.0,5.0,22.9,18.0,28.5
2018-04-11,N ,270.0,1.0,3.0,76.0,0.0,8.2,23.2,20.0,29.0
2018-04-12,N ,110.0,1.0,4.0,73.0,0.0,8.1,23.8,20.0,27.9
2018-04-13,N ,40.0,0.0,3.0,78.0,0.0,6.9,22.9,20.0,28.0
2018-04-14,N ,260.0,0.0,1.0,94.0,2.7,6.3,22.1,20.0,27.0
2018-04-15,N ,310.0,0.0,3.0,90.0,7.5,4.2,21.8,19.0,27.4
2018-04-16,N ,310.0,1.0,4.0,87.0,15.9,6.4,21.8,18.0,26.6
2018-04-17,N ,300.0,0.0,3.0,91.0,0.0,6.3,21.0,19.0,26.0
2018-04-18,N ,320.0,0.0,3.0,91.0,17.1,3.1,21.8,19.0,24.2
2018-04-19,N ,330.0,0.0,2.0,89.0,1.4,3.4,22.2,20.0,25.4
2018-04-20,N ,280.0,0.0,1.0,93.0,1.7,1.4,21.6,20.0,25.2
2018-04-21,N ,0.0,0.0,0.0,89.0,2.3,1.2,21.4,19.0,25.0
2018-04-22,N ,0.0,0.0,0.0,91.0,2.9,2.4,21.9,19.0,26.4
2018-04-23,N ,280.0,0.0,2.0,95.0,3.4,4.5,21.3,20.0,23.4
2018-04-24,N ,40.0,0.0,2.0,85.0,11.9,0.0,21.9,19.0,24.8
2018-04-25,N ,320.0,0.0,2.0,95.0,1.4,0.6,19.7,19.0,22.4
2018-04-26,N ,120.0,1.0,6.0,85.0,9.3,0.0,21.4,19.0,24.8
2018-04-27,N ,90.0,1.0,5.0,77.0,13.2,2.6,22.6,19.0,27.0
2018-04-28,N ,270.0,0.0,2.0,83.0,3.5,6.7,22.4,20.0,26.6
2018-04-29,N ,0.0,0.0,0.0,84.0,0.0,5.3,22.5,20.0,27.4
2018-04-30,N ,240.0,0.0,1.0,80.0,,5.3,21.9,18.0,26.5
2018-05-01,N ,60.0,0.0,2.0,76.0,0.0,7.1,22.0,19.0,27.1
2018-05-02,N ,320.0,1.0,4.0,73.0,0.0,,21.7,18.0,27.4
2018-05-03,N ,310.0,0.0,3.0,84.0,0.0,8.5,21.6,18.0,26.8
2018-05-04,N ,360.0,0.0,3.0,83.0,1.2,5.4,21.8,19.0,27.0
2018-05-05,N ,280.0,0.0,3.0,88.0,0.2,5.1,22.2,19.0,26.6
2018-05-06,N ,310.0,1.0,2.0,80.0,0.5,4.6,22.1,19.0,27.8
2018-05-07,N ,70.0,1.0,4.0,75.0,0.0,6.3,23.3,19.0,29.0
2018-05-08,N ,320.0,0.0,3.0,75.0,0.0,9.3,22.5,19.0,27.6
2018-05-09,N ,300.0,0.0,3.0,79.0,,5.6,22.8,19.0,27.8
2018-05-10,N ,280.0,0.0,3.0,80.0,0.0,8.3,21.6,19.0,26.0
2018-05-11,N ,90.0,1.0,3.0,76.0,0.0,3.8,22.2,18.0,28.0
2018-05-12,N ,300.0,1.0,2.0,73.0,0.0,6.3,22.7,18.0,27.6
2018-05-13,N ,320.0,0.0,3.0,76.0,0.0,6.6,22.8,19.0,28.0
2018-05-14,N ,290.0,0.0,3.0,79.0,0.0,7.5,22.7,19.0,27.6
2018-05-15,N ,40.0,0.0,2.0,81.0,0.0,7.6,22.3,19.0,27.3
2018-05-16,N ,340.0,0.0,2.0,87.0,0.2,5.3,22.2,20.0,26.0
2018-05-17,N ,240.0,0.0,2.0,90.0,9.8,2.2,21.5,19.0,25.2
2018-05-18,N ,70.0,1.0,2.0,93.0,2.0,1.8,21.4,19.0,26.4
2018-05-19,N ,300.0,0.0,2.0,94.0,16.8,4.2,20.3,19.0,24.6
2018-05-20,N ,280.0,0.0,2.0,89.0,18.5,2.4,21.4,19.0,25.0
2018-05-21,N ,90.0,0.0,2.0,90.0,32.9,1.2,21.7,19.0,26.4
2018-05-22,N ,30.0,1.0,3.0,78.0,,4.0,23.4,19.0,28.8
2018-05-23,N ,90.0,0.0,2.0,84.0,6.5,8.4,22.7,20.0,26.6
2018-05-24,N ,260.0,0.0,3.0,90.0,15.3,3.8,22.0,20.0,27.0
2018-05-25,N ,270.0,0.0,3.0,89.0,0.0,5.7,22.0,20.0,25.0
2018-05-26,N ,270.0,0.0,3.0,91.0,,0.7,22.0,20.0,27.1
2018-05-27,N ,330.0,0.0,2.0,91.0,4.0,6.3,22.0,19.0,26.4
2018-05-28,N ,280.0,0.0,2.0,87.0,,5.1,22.4,19.0,26.6
2018-05-29,N ,310.0,0.0,2.0,78.0,0.1,4.0,21.8,19.0,26.4
2018-05-30,N ,320.0,1.0,4.0,79.0,0.0,5.8,22.3,19.0,26.7
2018-05-31,N ,350.0,1.0,3.0,76.0,0.0,6.4,22.7,18.0,27.6
2018-06-01,N ,320.0,0.0,2.0,68.0,0.0,9.0,22.0,18.0,27.6
2018-06-02,N ,340.0,0.0,2.0,72.0,0.0,8.9,22.2,18.0,26.6
2018-06-03,N ,300.0,0.0,3.0,83.0,0.0,7.1,22.4,19.0,26.4
2018-06-04,N ,300.0,0.0,2.0,83.0,0.0,4.8,22.3,19.0,26.6
2018-06-05,N ,320.0,0.0,2.0,85.0,0.0,5.5,22.6,19.0,26.7
2018-06-06,N ,250.0,0.0,3.0,83.0,0.0,1.4,22.5,19.0,26.4
2018-06-07,N ,320.0,0.0,3.0,86.0,0.0,5.3,22.1,19.0,26.4
2018-06-08,N ,0.0,0.0,0.0,87.0,0.1,4.6,21.7,19.0,25.8
2018-06-09,N ,290.0,1.0,3.0,80.0,0.0,3.9,22.6,19.0,27.4
2018-06-10,N ,330.0,0.0,3.0,83.0,0.0,5.1,22.5,19.0,26.7
2018-06-11,N ,290.0,0.0,2.0,85.0,0.0,5.4,22.0,19.0,26.4
2018-06-12,N ,290.0,0.0,0.0,86.0,0.8,4.9,21.9,19.0,26.4
2018-06-13,N ,270.0,0.0,1.0,86.0,3.8,3.7,22.2,19.0,27.4
2018-06-14,N ,330.0,0.0,3.0,83.0,,5.8,22.2,19.0,27.0
2018-06-15,N ,270.0,0.0,1.0,83.0,0.0,5.8,21.5,19.0,27.2
2018-06-16,N ,320.0,0.0,3.0,84.0,0.0,4.0,21.7,18.0,26.6
2018-06-17,N ,310.0,0.0,3.0,80.0,0.0,3.8,22.3,19.0,26.8
2018-06-18,N ,330.0,0.0,2.0,81.0,0.0,5.2,21.7,18.0,26.9
2018-06-19,N ,40.0,0.0,3.0,76.0,0.0,4.9,21.4,18.0,27.7
2018-06-20,N ,70.0,1.0,4.0,73.0,0.0,5.0,23.3,18.0,30.0
2018-06-21,N ,40.0,1.0,3.0,82.0,0.5,6.1,22.5,20.0,27.6
2018-06-22,N ,90.0,0.0,2.0,88.0,0.0,3.2,21.7,19.0,25.8
2018-06-23,N ,290.0,0.0,3.0,89.0,12.9,3.2,20.9,19.0,25.2
2018-06-24,N ,310.0,0.0,2.0,88.0,58.0,4.7,20.7,18.0,25.2
2018-06-25,N ,310.0,0.0,4.0,98.0,50.2,4.0,18.9,18.0,21.4
2018-06-26,N ,330.0,0.0,2.0,91.0,17.8,0.0,19.6,18.0,22.4
2018-06-27,N ,320.0,0.0,3.0,85.0,8.3,0.5,21.1,18.0,26.0
2018-06-28,N ,90.0,0.0,3.0,81.0,0.0,2.2,21.2,18.0,25.8
2018-06-29,N ,360.0,0.0,3.0,83.0,0.0,4.3,21.2,18.0,26.8
2018-06-30,N ,330.0,0.0,2.0,84.0,0.0,5.6,21.4,18.0,26.0
2018-07-01,N ,320.0,1.0,4.0,81.0,0.2,5.4,21.5,18.0,27.0
2018-07-02,N ,310.0,0.0,3.0,82.0,0.0,6.0,21.1,18.0,25.6
2018-07-03,N ,280.0,0.0,3.0,77.0,0.0,5.2,20.8,17.0,26.0
2018-07-04,N ,310.0,0.0,3.0,80.0,0.0,7.4,20.9,17.0,25.2
2018-07-05,N ,280.0,1.0,3.0,81.0,0.0,4.5,20.5,18.0,25.6
2018-07-06,N ,280.0,0.0,2.0,62.0,0.0,7.4,20.3,16.0,26.3
2018-07-07,N ,220.0,1.0,2.0,67.0,0.0,7.0,20.8,17.0,27.2
2018-07-08,N ,320.0,1.0,3.0,77.0,0.0,7.3,21.2,17.0,26.6
2018-07-09,N ,340.0,0.0,3.0,79.0,0.0,6.4,21.9,18.0,26.4
2018-07-10,N ,320.0,0.0,2.0,81.0,0.0,5.4,21.2,18.0,26.2
2018-07-11,N ,280.0,1.0,5.0,79.0,0.0,1.8,21.6,18.0,26.5
2018-07-12,N ,230.0,0.0,4.0,78.0,0.0,8.6,20.8,18.0,25.4
2018-07-13,N ,270.0,0.0,3.0,76.0,0.0,6.0,20.3,17.0,25.4
2018-07-14,N ,260.0,0.0,2.0,82.0,0.0,5.0,20.3,17.0,24.0
2018-07-15,N ,300.0,1.0,3.0,73.0,0.0,2.6,20.8,17.0,26.2
2018-07-16,N ,280.0,0.0,3.0,77.0,0.0,9.5,20.5,17.0,25.2
2018-07-17,N ,300.0,1.0,3.0,78.0,1.0,6.5,20.3,17.0,26.0
2018-07-18,N ,10.0,0.0,3.0,73.0,,7.3,21.5,17.0,27.0
2018-07-19,N ,290.0,1.0,4.0,77.0,0.0,9.0,21.5,18.0,26.9
2018-07-20,N ,290.0,0.0,3.0,82.0,0.0,7.1,21.3,17.0,26.4
2018-07-21,N ,270.0,0.0,2.0,82.0,0.0,6.5,21.7,17.0,26.6
2018-07-22,N ,320.0,0.0,3.0,82.0,3.0,1.4,22.1,19.0,28.1
2018-07-23,N ,320.0,0.0,3.0,82.0,4.8,6.1,21.8,18.0,26.6
2018-07-24,N ,0.0,0.0,4.0,84.0,,5.5,21.5,18.0,26.2
2018-07-25,N ,310.0,1.0,4.0,79.0,0.0,5.8,21.0,18.0,26.0
2018-07-26,N ,330.0,0.0,3.0,77.0,0.0,5.0,21.1,17.0,27.0
2018-07-27,N ,310.0,0.0,2.0,71.0,0.0,7.2,21.5,17.0,27.0
2018-07-28,N ,290.0,1.0,3.0,76.0,0.0,8.0,20.9,17.0,26.6
2018-07-29,N ,320.0,0.0,4.0,74.0,0.0,7.0,20.4,16.0,25.8
2018-07-30,N ,180.0,0.0,4.0,73.0,0.0,5.5,20.2,16.0,25.2
2018-07-31,N ,290.0,1.0,4.0,80.0,0.0,4.5,21.1,16.0,26.4
2018-08-01,N ,310.0,0.0,4.0,76.0,0.0,5.5,21.0,17.0,26.8
2018-08-02,N ,20.0,1.0,3.0,65.0,0.0,6.8,20.3,17.0,26.6
2018-08-03,N ,130.0,0.0,2.0,75.0,0.0,6.4,20.0,16.0,25.3
2018-08-04,N ,300.0,0.0,3.0,77.0,0.0,9.0,19.2,15.0,25.0
2018-08-05,N ,270.0,0.0,3.0,76.0,0.0,9.1,20.6,16.0,25.8
2018-08-06,N ,60.0,0.0,2.0,68.0,0.0,8.2,19.9,15.0,26.1
2018-08-07,N ,280.0,0.0,3.0,78.0,0.0,8.7,21.1,16.0,25.2
2018-08-08,N ,230.0,1.0,2.0,80.0,0.0,2.0,21.0,18.0,25.5
2018-08-09,N ,290.0,0.0,3.0,79.0,0.0,3.6,21.2,18.0,25.9
2018-08-10,N ,160.0,0.0,3.0,76.0,0.0,3.8,21.8,18.0,28.0
2018-08-11,N ,270.0,1.0,3.0,77.0,0.0,8.0,21.5,18.0,26.7
2018-08-12,N ,340.0,1.0,3.0,82.0,0.0,5.9,21.2,19.0,26.4
2018-08-13,N ,0.0,1.0,3.0,85.0,11.5,4.8,20.8,18.0,26.2
2018-08-14,N ,270.0,0.0,2.0,82.0,0.0,4.2,21.3,18.0,26.0
2018-08-15,N ,350.0,0.0,3.0,77.0,0.0,5.5,21.7,18.0,27.2
2018-08-16,N ,280.0,1.0,3.0,77.0,0.0,8.0,21.2,18.0,26.3
2018-08-17,N ,270.0,0.0,3.0,73.0,0.0,5.4,21.6,17.0,26.8
2018-08-18,N ,320.0,0.0,3.0,65.0,0.0,8.8,20.5,16.0,26.2
2018-08-19,N ,310.0,0.0,2.0,66.0,0.0,9.0,21.0,17.0,27.9
2018-08-20,N ,340.0,1.0,2.0,74.0,0.0,9.5,21.9,17.0,27.1
2018-08-21,N ,280.0,1.0,3.0,78.0,0.0,7.6,21.9,18.0,27.6
2018-08-22,N ,290.0,1.0,3.0,79.0,0.0,6.9,21.6,18.0,27.4
2018-08-23,N ,290.0,0.0,3.0,79.0,0.1,7.2,21.7,18.0,27.6
2018-08-24,N ,330.0,1.0,3.0,82.0,0.2,7.8,21.5,18.0,26.2
2018-08-25,N ,310.0,0.0,3.0,79.0,0.0,6.6,21.4,18.0,25.6
2018-08-26,N ,280.0,0.0,2.0,81.0,0.0,7.5,21.4,18.0,25.2
2018-08-27,N ,280.0,0.0,2.0,82.0,0.0,1.8,21.9,18.0,27.2
2018-08-28,N ,300.0,1.0,2.0,83.0,0.0,4.3,21.4,19.0,27.0
2018-08-29,N ,100.0,0.0,3.0,81.0,0.0,6.4,21.1,17.0,25.4
2018-08-30,N ,290.0,0.0,3.0,86.0,0.0,3.4,21.2,18.0,26.4
2018-08-31,N ,260.0,0.0,3.0,86.0,8.7,4.4,20.4,17.0,26.4
2018-09-01,N ,280.0,1.0,3.0,84.0,4.3,5.4,21.5,17.0,27.2
2018-09-02,N ,300.0,0.0,3.0,92.0,0.0,5.0,19.9,18.0,24.8
2018-09-03,N ,310.0,0.0,3.0,78.0,14.9,2.5,21.6,17.0,27.2
2018-09-04,N ,340.0,1.0,3.0,79.0,0.0,8.6,20.4,16.0,26.0
2018-09-05,N ,135.0,0.0,3.0,85.0,0.0,8.7,20.0,17.0,23.9
2018-09-06,N ,360.0,0.0,3.0,77.0,0.0,4.0,22.5,17.0,27.0
2018-09-07,N ,300.0,1.0,3.0,86.0,0.1,7.0,20.7,18.0,26.6
2018-09-08,N ,320.0,0.0,3.0,91.0,50.0,6.5,20.6,18.0,25.0
2018-09-09,N ,240.0,0.0,2.0,72.0,0.2,5.1,21.8,18.0,28.0
2018-09-10,N ,10.0,1.0,3.0,73.0,0.0,6.3,22.2,18.0,28.8
2018-09-11,N ,50.0,1.0,3.0,72.0,0.0,9.5,22.6,18.0,27.2
2018-09-12,N ,270.0,1.0,3.0,76.0,0.0,7.8,21.4,17.0,26.8
2018-09-13,N ,310.0,1.0,4.0,74.0,0.1,9.5,21.1,17.0,26.6
2018-09-14,N ,290.0,0.0,3.0,79.0,0.0,6.8,20.6,17.0,25.2
2018-09-15,N ,300.0,1.0,3.0,81.0,0.0,4.2,20.4,17.0,25.5
2018-09-16,N ,130.0,0.0,2.0,67.0,0.0,5.9,21.1,17.0,27.2
2018-09-17,N ,90.0,1.0,4.0,66.0,0.0,8.8,22.1,17.0,28.9
2018-09-18,N ,80.0,0.0,3.0,83.0,0.0,9.4,21.1,18.0,25.8
2018-09-19,N ,360.0,1.0,3.0,84.0,0.0,6.3,21.4,18.0,25.4
2018-09-20,N ,170.0,0.0,3.0,84.0,0.4,1.7,21.3,19.0,25.3
2018-09-21,N ,300.0,0.0,2.0,92.0,20.8,1.4,20.4,18.0,22.4
2018-09-22,N ,310.0,0.0,3.0,87.0,3.9,0.0,21.2,18.0,26.2
2018-09-23,N ,280.0,0.0,3.0,86.0,0.5,5.4,20.8,18.0,26.6
2018-09-24,N ,290.0,1.0,3.0,82.0,29.6,6.5,20.8,16.0,26.4
2018-09-25,N ,10.0,1.0,3.0,70.0,0.0,6.0,22.3,17.0,27.4
2018-09-26,N ,320.0,1.0,3.0,75.0,0.0,7.1,22.1,18.0,26.8
2018-09-27,N ,340.0,0.0,3.0,86.0,0.9,6.7,21.4,18.0,26.0
2018-09-28,N ,360.0,1.0,4.0,76.0,36.0,4.8,21.6,17.0,26.8
2018-09-29,N ,310.0,1.0,3.0,76.0,0.0,9.0,20.9,16.0,27.2
2018-09-30,N ,270.0,0.0,3.0,77.0,0.0,8.3,21.8,17.0,27.0
2018-10-01,N ,300.0,1.0,3.0,84.0,0.0,6.3,21.6,18.0,25.8
2018-10-02,N ,320.0,1.0,4.0,81.0,0.0,4.3,22.6,19.0,27.2
2018-10-03,N ,340.0,0.0,3.0,84.0,0.0,6.0,21.5,19.0,26.4
2018-10-04,N ,340.0,0.0,2.0,88.0,2.1,4.3,22.1,20.0,26.4
2018-10-05,N ,320.0,0.0,4.0,77.0,0.1,4.0,22.4,19.0,28.0
2018-10-06,N ,270.0,0.0,3.0,76.0,0.0,7.2,22.3,18.0,27.0
2018-10-07,N ,320.0,1.0,3.0,72.0,0.0,6.2,22.3,18.0,27.4
2018-10-08,N ,60.0,1.0,4.0,66.0,0.0,5.0,23.4,19.0,29.0
2018-10-09,N ,30.0,1.0,3.0,72.0,0.0,9.2,22.6,19.0,28.4
2018-10-10,N ,310.0,1.0,3.0,76.0,0.0,5.5,22.1,18.0,27.4
2018-10-11,N ,300.0,0.0,3.0,81.0,0.4,6.3,22.1,18.0,28.0
2018-10-12,N ,340.0,1.0,3.0,80.0,0.0,6.8,22.0,18.0,26.2
2018-10-13,N ,270.0,1.0,2.0,83.0,,6.5,21.9,19.0,25.7
2018-10-14,N ,300.0,0.0,3.0,83.0,0.0,3.9,21.5,18.0,25.7
2018-10-15,N ,340.0,1.0,3.0,81.0,,4.5,22.3,19.0,28.3
2018-10-16,N ,260.0,0.0,3.0,86.0,0.9,6.9,21.9,19.0,27.2
2018-10-17,N ,300.0,1.0,4.0,84.0,0.5,5.5,21.6,19.0,25.6
2018-10-18,N ,270.0,1.0,3.0,86.0,,4.1,21.1,18.0,26.4
2018-10-19,N ,260.0,0.0,2.0,87.0,25.0,4.9,21.2,18.0,27.0
2018-10-20,N ,310.0,1.0,3.0,83.0,0.8,4.5,20.9,18.0,26.4
2018-10-21,N ,300.0,1.0,4.0,77.0,19.6,5.5,22.4,18.0,28.2
2018-10-22,N ,320.0,1.0,3.0,83.0,0.0,7.8,21.7,18.0,27.0
2018-10-23,N ,320.0,0.0,2.0,91.0,50.1,6.4,21.2,19.0,24.4
2018-10-24,N ,100.0,0.0,3.0,86.0,6.1,0.4,21.1,18.0,26.9
2018-10-25,N ,300.0,0.0,2.0,86.0,2.9,6.8,22.0,19.0,27.6
2018-10-26,N ,250.0,0.0,3.0,86.0,7.4,7.0,21.7,19.0,27.4
2018-10-27,N ,280.0,1.0,2.0,88.0,2.5,7.5,22.0,19.0,26.4
2018-10-28,N ,260.0,0.0,3.0,92.0,3.7,2.8,22.1,20.0,25.2
2018-10-29,N ,320.0,1.0,4.0,90.0,5.6,2.7,22.2,20.0,25.2
2018-10-30,N ,280.0,0.0,2.0,89.0,,2.6,21.5,19.0,25.0
2018-10-31,N ,320.0,0.0,2.0,86.0,2.7,1.6,22.2,20.0,25.0
2018-11-01,N ,310.0,0.0,3.0,92.0,2.0,0.0,21.1,19.0,25.8
2018-11-02,N ,80.0,1.0,3.0,86.0,15.6,3.9,22.6,20.0,27.2
2018-11-03,N ,320.0,1.0,3.0,91.0,5.0,5.4,21.2,18.0,26.2
2018-11-04,N ,290.0,0.0,2.0,90.0,8.9,1.0,22.0,19.0,25.7
2018-11-05,N ,280.0,0.0,3.0,92.0,3.9,2.4,22.1,19.0,26.0
2018-11-06,N ,320.0,0.0,2.0,92.0,2.4,2.2,21.2,19.0,24.1
2018-11-07,N ,290.0,0.0,2.0,92.0,10.9,0.7,21.5,19.0,24.2
2018-11-08,N ,320.0,0.0,3.0,91.0,12.7,0.3,21.8,20.0,24.4
2018-11-09,N ,280.0,0.0,3.0,92.0,9.5,0.1,21.5,19.0,24.6
2018-11-10,N ,280.0,0.0,2.0,92.0,2.4,0.4,21.2,19.0,25.4
2018-11-11,N ,0.0,0.0,0.0,95.0,26.0,2.6,20.2,19.0,24.2
2018-11-12,N ,360.0,1.0,3.0,83.0,35.6,1.0,22.4,19.0,26.5
2018-11-13,N ,10.0,0.0,3.0,89.0,6.5,1.1,21.5,19.0,25.8
2018-11-14,N ,20.0,0.0,2.0,86.0,10.2,1.9,21.7,19.0,24.8
2018-11-15,N ,300.0,1.0,3.0,81.0,0.3,0.0,23.2,20.0,29.0
2018-11-16,N ,280.0,1.0,3.0,72.0,0.9,6.7,24.3,20.0,29.3
2018-11-17,N ,310.0,0.0,3.0,83.0,0.0,8.3,22.5,20.0,28.0
2018-11-18,N ,250.0,0.0,3.0,90.0,3.1,6.4,22.1,20.0,25.8
2018-11-19,N ,280.0,1.0,3.0,87.0,0.0,1.9,22.4,20.0,26.4
2018-11-20,N ,300.0,0.0,2.0,89.0,13.0,4.2,21.5,19.0,26.4
2018-11-21,N ,310.0,0.0,3.0,89.0,5.6,2.2,21.2,19.0,25.8
2018-11-22,N ,330.0,1.0,3.0,83.0,52.6,3.2,22.1,18.0,27.2
2018-11-23,N ,270.0,0.0,4.0,90.0,0.0,8.6,20.8,18.0,25.1
2018-11-24,N ,320.0,0.0,3.0,90.0,6.2,2.6,20.9,18.0,25.6
2018-11-25,N ,320.0,0.0,2.0,93.0,41.2,3.6,21.0,19.0,23.8
2018-11-26,N ,340.0,0.0,2.0,92.0,9.8,0.4,20.9,19.0,23.8
2018-11-27,N ,320.0,0.0,3.0,94.0,38.3,0.1,20.4,18.0,24.8
2018-11-28,N ,290.0,0.0,2.0,91.0,28.3,2.0,21.8,19.0,25.2
2018-11-29,N ,100.0,0.0,2.0,94.0,,1.3,20.5,19.0,24.2
2018-11-30,N ,270.0,0.0,3.0,91.0,31.2,1.2,21.6,20.0,25.4
2018-12-01,C ,330.0,0.0,2.0,90.0,2.8,1.8,21.5,18.0,24.2
2018-12-02,N ,360.0,0.0,3.0,86.0,0.7,0.1,21.5,19.0,25.6
2018-12-03,C ,360.0,0.0,2.0,92.0,3.0,2.0,21.4,19.0,24.4
2018-12-04,N ,320.0,0.0,2.0,97.0,16.0,0.1,20.5,19.0,22.8
2018-12-05,N ,90.0,1.0,3.0,93.0,24.5,0.0,21.3,18.0,25.8
2018-12-06,N ,330.0,0.0,3.0,92.0,11.5,3.3,21.2,19.0,25.3
2018-12-07,C ,340.0,1.0,3.0,93.0,10.8,1.7,21.1,18.0,26.2
2018-12-08,C ,260.0,0.0,2.0,91.0,4.3,2.5,21.7,19.0,25.6
2018-12-09,N ,290.0,0.0,3.0,88.0,1.4,1.3,22.5,20.0,25.5
2018-12-10,C ,270.0,0.0,2.0,89.0,,1.4,22.1,19.0,26.6
2018-12-11,N ,250.0,0.0,2.0,90.0,,1.7,22.1,20.0,26.2
2018-12-12,C ,10.0,0.0,1.0,90.0,,0.7,21.5,20.0,25.2
2018-12-13,C ,330.0,1.0,3.0,87.0,8.3,0.9,21.6,19.0,26.7
2018-12-14,C ,260.0,0.0,3.0,84.0,20.6,4.7,22.1,18.0,26.8
2018-12-15,C ,270.0,1.0,2.0,95.0,23.0,3.8,20.6,19.0,23.6
2018-12-16,N ,100.0,1.0,2.0,77.0,27.7,0.0,22.0,19.0,27.0
2018-12-17,C ,330.0,0.0,3.0,83.0,3.5,1.3,22.2,18.0,27.0
2018-12-18,C ,310.0,0.0,3.0,82.0,0.0,3.5,21.8,19.0,26.6
2018-12-19,C ,300.0,1.0,4.0,79.0,,1.5,21.8,18.0,27.4
2018-12-20,C ,300.0,0.0,3.0,88.0,3.5,2.5,21.7,19.0,25.8
2018-12-21,C ,330.0,0.0,3.0,84.0,0.0,2.5,21.8,19.0,25.8
2018-12-22,C ,0.0,0.0,0.0,89.0,,4.1,21.7,19.0,24.1
2018-12-23,C ,320.0,1.0,4.0,86.0,,0.0,21.7,20.0,25.6
2018-12-24,C ,240.0,1.0,4.0,76.0,0.0,2.0,22.8,20.0,27.0
2018-12-25,C ,290.0,1.0,4.0,90.0,0.0,4.6,21.1,19.0,24.8
2018-12-26,C ,310.0,0.0,2.0,93.0,31.0,0.3,20.2,18.0,22.6
2018-12-27,C ,260.0,1.0,3.0,87.0,0.9,0.0,21.8,18.0,27.0
2018-12-28,C ,310.0,1.0,3.0,80.0,,3.2,22.3,19.0,27.0
2018-12-29,W ,140.0,2.0,5.0,83.0,0.0,4.0,21.8,19.0,27.2
2018-12-30,C ,250.0,1.0,4.0,79.0,2.1,4.2,22.3,20.0,26.2
2018-12-31,C ,240.0,0.0,3.0,76.0,0.1,5.0,21.1,19.0,25.0
2019-01-01,C ,280.0,1.0,3.0,94.0,23.5,0.5,20.2,19.0,24.5
2019-01-02,C ,280.0,1.0,2.0,89.0,23.3,0.3,21.2,19.5,26.3
2019-01-03,C ,270.0,1.0,3.0,82.0,8.8,1.5,21.8,19.6,26.0
2019-01-04,C ,310.0,0.0,2.0,75.0,0.0,5.9,22.2,19.6,26.8
2019-01-05,C ,300.0,0.0,3.0,79.0,2.2,4.2,22.1,18.6,26.8
2019-01-06,C ,320.0,1.0,4.0,82.0,,5.5,22.7,19.2,27.2
